ticker,ff12,ff_label,ff12_source,classification_confidence,classification_issue,secondary_sector,secondary_industry,secondary_source,secondary_reason
MSLE,10,Hlth,secondary_yfinance,high,resolved_missing_sic,Healthcare,Biotechnology,yfinance,Yahoo sector indicates healthcare.
MSUXF,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Industrials,Tools & Accessories,yfinance,Yahoo industry indicates manufacturing or industrial materials.
MTGRF,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Steel,yfinance,Yahoo industry indicates manufacturing or industrial materials.
MTMCF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
MTPLF,9,Shops,secondary_yfinance,high,resolved_missing_sic,Consumer Cyclical,Restaurants,yfinance,"Yahoo industry indicates retail, restaurants, or wholesale shops."
MTTAF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
NBLXF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Energy,Uranium,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
NCAUF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
NCDL,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
NCHEF,1,NoDur,secondary_yfinance,medium,resolved_missing_sic,Consumer Defensive,Packaged Foods,yfinance,Yahoo sector/industry indicates non-durable consumer goods.
NCLTF,2,Durbl,secondary_yfinance,high,resolved_missing_sic,Consumer Cyclical,"Furnishings, Fixtures & Appliances",yfinance,Yahoo industry indicates durable consumer goods.
NCLTY,2,Durbl,secondary_yfinance,high,resolved_missing_sic,Consumer Cyclical,"Furnishings, Fixtures & Appliances",yfinance,Yahoo industry indicates durable consumer goods.
NGHLF,10,Hlth,secondary_yfinance,high,resolved_missing_sic,Healthcare,Health Information Services,yfinance,Yahoo sector indicates healthcare.
NGSCF,5,Chems,secondary_yfinance,high,resolved_missing_sic,Basic Materials,Specialty Chemicals,yfinance,Yahoo industry indicates chemicals.
NGXXF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
NHKGF,2,Durbl,secondary_yfinance,high,resolved_missing_sic,Consumer Cyclical,Auto Parts,yfinance,Yahoo industry indicates durable consumer goods.
NIOMF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
NKGFF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
NMFC,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
NNFSF,1,NoDur,secondary_yfinance,medium,resolved_missing_sic,Consumer Defensive,Beverages - Non-Alcoholic,yfinance,Yahoo sector/industry indicates non-durable consumer goods.
NNWWF,9,Shops,secondary_yfinance,high,resolved_missing_sic,Consumer Defensive,Grocery Stores,yfinance,"Yahoo industry indicates retail, restaurants, or wholesale shops."
NOFCF,5,Chems,secondary_yfinance,high,resolved_missing_sic,Basic Materials,Specialty Chemicals,yfinance,Yahoo industry indicates chemicals.
NPEHF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Industrials,Integrated Freight & Logistics,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
NPIFF,8,Utils,secondary_yfinance,high,resolved_missing_sic,Utilities,Utilities - Renewable,yfinance,Yahoo sector indicates utilities.
NPRFF,1,NoDur,secondary_yfinance,medium,resolved_missing_sic,Consumer Defensive,Packaged Foods,yfinance,Yahoo sector/industry indicates non-durable consumer goods.
NRRSF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
NRRWF,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Communication Equipment,yfinance,Yahoo sector indicates business equipment or technology.
NULGF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
NVGLF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
NVSGF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
NWSGY,12,Other,secondary_yfinance,medium,resolved_missing_sic,Industrials,Engineering & Construction,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
NWSZF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Industrials,Engineering & Construction,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
NXPGF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Industrials,Railroads,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
NXPGY,12,Other,secondary_yfinance,medium,resolved_missing_sic,Industrials,Railroads,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
NZAUF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
NZEOF,4,Enrgy,secondary_yfinance,high,resolved_missing_sic,Energy,Oil & Gas E&P,yfinance,Yahoo sector indicates energy.
NZERF,4,Enrgy,secondary_yfinance,high,resolved_missing_sic,Energy,Oil & Gas E&P,yfinance,Yahoo sector indicates energy.
OBDC,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
OBIBF,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Information Technology Services,yfinance,Yahoo sector indicates business equipment or technology.
OBICY,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Software - Application,yfinance,Yahoo sector indicates business equipment or technology.
OBIIF,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Software - Application,yfinance,Yahoo sector indicates business equipment or technology.
OCCI,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
OCCIM,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
OCCIN,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
OCSL,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
ODERF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Industrials,Railroads,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
OFS,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
OHCFF,10,Hlth,secondary_yfinance,high,resolved_missing_sic,Healthcare,Health Information Services,yfinance,Yahoo sector indicates healthcare.
OILSF,4,Enrgy,secondary_yfinance,high,resolved_missing_sic,Energy,Oil & Gas E&P,yfinance,Yahoo sector indicates energy.
ONWRF,10,Hlth,secondary_yfinance,high,resolved_missing_sic,Healthcare,Biotechnology,yfinance,Yahoo sector indicates healthcare.
OPPPF,11,Money,secondary_yfinance,high,resolved_missing_sic,Real Estate,Real Estate - Diversified,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
ORESF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
ORRCF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
OSCUF,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Financial Data & Stock Exchanges,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
OTF,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
OXLCN,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
OXLCO,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
OXSQ,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
OZK,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Banks - Regional,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
PAEXY,4,Enrgy,secondary_yfinance,high,resolved_missing_sic,Energy,Oil & Gas E&P,yfinance,Yahoo sector indicates energy.
PARXF,4,Enrgy,secondary_yfinance,high,resolved_missing_sic,Energy,Oil & Gas E&P,yfinance,Yahoo sector indicates energy.
PASTF,2,Durbl,secondary_yfinance,high,resolved_missing_sic,Consumer Cyclical,Auto Parts,yfinance,Yahoo industry indicates durable consumer goods.
PBATF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Energy,Thermal Coal,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
PBNNF,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Banks - Regional,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
PCCOF,1,NoDur,secondary_yfinance,medium,resolved_missing_sic,Consumer Defensive,Household & Personal Products,yfinance,Yahoo sector/industry indicates non-durable consumer goods.
PDCC,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
PDPA,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
PFLT,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
PGZFF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
PHNMF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
PIAC,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
PIFMF,1,NoDur,secondary_yfinance,medium,resolved_missing_sic,Consumer Defensive,Packaged Foods,yfinance,Yahoo sector/industry indicates non-durable consumer goods.
PINWF,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Software - Application,yfinance,Yahoo sector indicates business equipment or technology.
PIRBF,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Banks - Regional,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
PLCKF,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Software - Infrastructure,yfinance,Yahoo sector indicates business equipment or technology.
PMCUF,10,Hlth,secondary_yfinance,high,resolved_missing_sic,Healthcare,Health Information Services,yfinance,Yahoo sector indicates healthcare.
PMDIY,10,Hlth,secondary_yfinance,high,resolved_missing_sic,Healthcare,Health Information Services,yfinance,Yahoo sector indicates healthcare.
PMMCF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
PNNT,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
POAHF,2,Durbl,secondary_yfinance,high,resolved_missing_sic,Consumer Cyclical,Auto Manufacturers,yfinance,Yahoo industry indicates durable consumer goods.
PPRUF,1,NoDur,secondary_yfinance,medium,resolved_missing_sic,Consumer Cyclical,Luxury Goods,yfinance,Yahoo sector/industry indicates non-durable consumer goods.
PRBZF,1,NoDur,secondary_yfinance,medium,resolved_missing_sic,Consumer Defensive,Packaged Foods,yfinance,Yahoo sector/industry indicates non-durable consumer goods.
PREKF,4,Enrgy,secondary_yfinance,high,resolved_missing_sic,Energy,Oil & Gas E&P,yfinance,Yahoo sector indicates energy.
PRYMF,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Industrials,Electrical Equipment & Parts,yfinance,Yahoo industry indicates manufacturing or industrial materials.
PSBAF,9,Shops,secondary_yfinance,high,resolved_missing_sic,Consumer Defensive,Grocery Stores,yfinance,"Yahoo industry indicates retail, restaurants, or wholesale shops."
PSEC,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
PSKRF,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Insurance - Specialty,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
PSRHF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
PSYCF,1,NoDur,secondary_yfinance,medium,resolved_missing_sic,Consumer Defensive,Packaged Foods,yfinance,Yahoo sector/industry indicates non-durable consumer goods.
PTHRF,4,Enrgy,secondary_yfinance,high,resolved_missing_sic,Energy,Oil & Gas E&P,yfinance,Yahoo sector indicates energy.
PUIGF,1,NoDur,secondary_yfinance,medium,resolved_missing_sic,Consumer Defensive,Household & Personal Products,yfinance,Yahoo sector/industry indicates non-durable consumer goods.
RAND,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
RDEXF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
RDGMF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
REDRF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
REECF,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Industrials,Industrial Distribution,yfinance,Yahoo industry indicates manufacturing or industrial materials.
REVFF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
RGCCF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
RIOFF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
RKGRY,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Industrials,Aerospace & Defense,yfinance,Yahoo industry indicates manufacturing or industrial materials.
RKHNF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Precious Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
RKWBF,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Industrials,Building Products & Equipment,yfinance,Yahoo industry indicates manufacturing or industrial materials.
RLMLF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
RMVEY,6,BusEq,secondary_yfinance,medium,resolved_missing_sic,Communication Services,Internet Content & Information,yfinance,"Yahoo industry indicates software, hardware, or online services."
RNKGF,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Industrials,Aerospace & Defense,yfinance,Yahoo industry indicates manufacturing or industrial materials.
ROIUF,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Software - Application,yfinance,Yahoo sector indicates business equipment or technology.
ROMJF,10,Hlth,secondary_yfinance,high,resolved_missing_sic,Healthcare,Drug Manufacturers - Specialty & Generic,yfinance,Yahoo sector indicates healthcare.
RSGLF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
RSHGY,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Banks - Regional,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
RSMXF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Silver,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
RSNHF,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Banks - Regional,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
RTMVF,6,BusEq,secondary_yfinance,medium,resolved_missing_sic,Communication Services,Internet Content & Information,yfinance,"Yahoo industry indicates software, hardware, or online services."
RVLGF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
RWAY,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
RYKKF,9,Shops,secondary_yfinance,high,resolved_missing_sic,Consumer Cyclical,Department Stores,yfinance,"Yahoo industry indicates retail, restaurants, or wholesale shops."
RYOOF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
SAABF,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Industrials,Aerospace & Defense,yfinance,Yahoo industry indicates manufacturing or industrial materials.
SABOF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Communication Services,Advertising Agencies,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
SAGGF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
SAPIF,1,NoDur,secondary_yfinance,medium,resolved_missing_sic,Consumer Defensive,Packaged Foods,yfinance,Yahoo sector/industry indicates non-durable consumer goods.
SAR,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
SATLF,9,Shops,secondary_yfinance,high,resolved_missing_sic,Consumer Cyclical,Internet Retail,yfinance,"Yahoo industry indicates retail, restaurants, or wholesale shops."
SAXPF,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Insurance - Diversified,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
SBMFF,10,Hlth,secondary_yfinance,high,resolved_missing_sic,Healthcare,Biotechnology,yfinance,Yahoo sector indicates healthcare.
SBOEF,4,Enrgy,secondary_yfinance,high,resolved_missing_sic,Energy,Oil & Gas Equipment & Services,yfinance,Yahoo sector indicates energy.
SCM,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
SCTSF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Precious Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
SDMHF,10,Hlth,secondary_yfinance,high,resolved_missing_sic,Healthcare,Medical Instruments & Supplies,yfinance,Yahoo sector indicates healthcare.
SEOVF,10,Hlth,secondary_yfinance,high,resolved_missing_sic,Healthcare,Biotechnology,yfinance,Yahoo sector indicates healthcare.
SERPY,4,Enrgy,secondary_yfinance,high,resolved_missing_sic,Energy,Oil & Gas E&P,yfinance,Yahoo sector indicates energy.
SFCO,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Banks - Regional,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
SFGYY,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Insurance - Life,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
SHECF,5,Chems,secondary_yfinance,high,resolved_missing_sic,Basic Materials,Chemicals,yfinance,Yahoo industry indicates chemicals.
SHLAF,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Industrials,Specialty Industrial Machinery,yfinance,Yahoo industry indicates manufacturing or industrial materials.
SHLRF,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Industrials,Specialty Industrial Machinery,yfinance,Yahoo industry indicates manufacturing or industrial materials.
SHMXY,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Scientific & Technical Instruments,yfinance,Yahoo sector indicates business equipment or technology.
SHMZF,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Scientific & Technical Instruments,yfinance,Yahoo sector indicates business equipment or technology.
SIREF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
SITKF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
SLFPF,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
SLFPY,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
SLRC,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
SMDRF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Precious Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
SMEGF,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Industrials,Specialty Industrial Machinery,yfinance,Yahoo industry indicates manufacturing or industrial materials.
SMERY,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Industrials,Specialty Industrial Machinery,yfinance,Yahoo industry indicates manufacturing or industrial materials.
SMFRF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Consumer Cyclical,Residential Construction,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
SMOFF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Precious Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
SNIRF,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Industrials,Aerospace & Defense,yfinance,Yahoo industry indicates manufacturing or industrial materials.
SNNGF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Precious Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
SNROF,9,Shops,secondary_yfinance,high,resolved_missing_sic,Consumer Cyclical,Specialty Retail,yfinance,"Yahoo industry indicates retail, restaurants, or wholesale shops."
SNROY,9,Shops,secondary_yfinance,high,resolved_missing_sic,Consumer Cyclical,Specialty Retail,yfinance,"Yahoo industry indicates retail, restaurants, or wholesale shops."
SOAGY,10,Hlth,secondary_yfinance,high,resolved_missing_sic,Healthcare,Medical Instruments & Supplies,yfinance,Yahoo sector indicates healthcare.
SOHGF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Industrials,Security & Protection Services,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
SOHGY,12,Other,secondary_yfinance,medium,resolved_missing_sic,Industrials,Security & Protection Services,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
SPAUF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
SPHXF,11,Money,secondary_yfinance,high,resolved_missing_sic,Real Estate,Real Estate - Diversified,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
SPIIY,12,Other,secondary_yfinance,medium,resolved_missing_sic,Industrials,Engineering & Construction,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
SPIWF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Industrials,Engineering & Construction,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
SPMA,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
SPMC,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
SPME,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
SPMEF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
SRBEF,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Software - Application,yfinance,Yahoo sector indicates business equipment or technology.
SRCRF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
SRGXF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
SRKZF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
SRLZF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
SSEBF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
SSSS,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
SSVFF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Precious Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
STKE,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Capital Markets,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
STLJF,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Lumber & Wood Production,yfinance,Yahoo industry indicates manufacturing or industrial materials.
STLNF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
STLRF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
STSBF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
SUGRF,1,NoDur,secondary_yfinance,medium,resolved_missing_sic,Consumer Defensive,Confectioners,yfinance,Yahoo sector/industry indicates non-durable consumer goods.
SURDF,11,Money,secondary_yfinance,high,resolved_missing_sic,Real Estate,Real Estate Services,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
SVAUF,11,Money,secondary_yfinance,high,resolved_missing_sic,Real Estate,Real Estate Services,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
